,question,facts,results,precesion,recall
139,['What river ends in Indian Ocean and also starts somewhere in Zambia?'],"['http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/sourceCountry,http://dbpedia.org/ontology/River,']","[' [        ""http://dbpedia.org/ontology/riverMouth"",         ""http://dbpedia.org/property/origin""    ]']",['0.5'],['0.5']
140,"['Where do the people, famous for the Panathinaikos FC reside?']","['http://dbpedia.org/ontology/knownFor,http://dbpedia.org/property/residence,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/currentWorldChampion"    ]'],['0.0'],['0.0']
141,['How many people have voiced characters sculpted by Clamp?'],"['http://dbpedia.org/property/creator,http://dbpedia.org/ontology/voice,']",[],,
142,['To which company does Raymond Conner is critical to?'],"['http://dbpedia.org/property/keyPeople,http://dbpedia.org/ontology/Company,']",[],,
143,['What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet'],"['http://dbpedia.org/property/deathPlace,http://dbpedia.org/ontology/birthPlace,']","[' [        ""http://dbpedia.org/property/deathPlace"",         ""http://dbpedia.org/ontology/deathPlace""    ]']",['0.5'],['0.5']
144,['In which country did Philippe tesnire and judson huss die?'],"['http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/property/placeOfDeath,']",[],,
145,['Which shows are voiced be US citizens?'],"['http://dbpedia.org/ontology/stateOfOrigin,http://dbpedia.org/property/voices,http://dbpedia.org/ontology/TelevisionShow,']",[],,
146,['Who has starred in the amusement park attractions where Jim Dooley was performing?'],"['http://dbpedia.org/property/music,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/AmusementParkAttraction,']",[],,
147,['Was Derg the anthem of Ethopia?'],"['http://dbpedia.org/ontology/anthem,']",[' [        "http://dbpedia.org/ontology/anthem"    ]'],['1.0'],['1.0']
148,['what region is governed by Mario Olivero?'],"['http://dbpedia.org/property/leader,']",[],,
149,['Count the different origins of members of the Vitis Vinifera species.'],"['http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/origin,http://dbpedia.org/ontology/Place,']","[' [        ""http://dbpedia.org/ontology/headquarter"",         ""http://dbpedia.org/ontology/residence""    ]']",['0.5'],['0.5']
150,['List the show related to the which was followed by Doctor Who Extra?'],"['http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/related"",         ""http://dbpedia.org/property/series""    ]']",['0.5'],['0.5']
151,['What is the result of the GazaIsrael conflict is also  the  place of the Qaqun?'],"['http://dbpedia.org/property/result,http://dbpedia.org/property/place,']",[],,
152,['Members of how many political parties have died in Delhi?'],"['http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/property/party,']",[],,
153,"['To how many places does the airlines fly, whose head office is located at the Gatwick Airport?']","['http://dbpedia.org/ontology/headquarter,http://dbpedia.org/property/destinations,http://dbpedia.org/ontology/Place,']","[' [        ""http://dbpedia.org/ontology/location"",         ""http://dbpedia.org/property/location""    ]']",['0.333333333333'],['0.5']
154,['Where do current famous NatGeo photographers live?'],"['http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/residence,http://dbpedia.org/ontology/Photographer,']",[' [        "http://dbpedia.org/ontology/illustrator"    ]'],['0.0'],['0.0']
155,['How many awards have been given to Italians?'],"['http://dbpedia.org/property/birthPlace,http://dbpedia.org/property/awards,']",[],,
156,['Is Hyundai Lavita assembled in Malaysia?'],"['http://dbpedia.org/ontology/assembly,']",[' [        "http://dbpedia.org/ontology/ethnicGroup"    ]'],['0.0'],['0.0']
157,['List the shrines of the saint whose one of the shrine is Ponza ?'],"['http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/Saint,']",[],,
158,['Who is the former partner of the pupil of Dalilah Sappenfield?'],"['http://dbpedia.org/property/coach,http://dbpedia.org/ontology/formerPartner,']",[],,
159,['Who died due to Morphine ?'],"['http://dbpedia.org/ontology/deathCause,']",[' [        "http://dbpedia.org/property/date"    ]'],['0.0'],['0.0']
160,['How many people were opponents of the ones buried in the tower of London?'],"['http://dbpedia.org/property/restingPlace,http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/residence"    ]'],['0.0'],['0.0']
161,['Name the common university of the Cardinal and Jim Wylie?'],"['http://dbpedia.org/ontology/university,http://dbpedia.org/ontology/university,']",[' [        "http://dbpedia.org/ontology/university"    ]'],['1.0'],['1.0']
162,['In which country did the planes designed by Ursula Hanle originate?'],"['http://dbpedia.org/property/designer,http://dbpedia.org/property/nationalOrigin,http://dbpedia.org/ontology/Aircraft,']",[],,
163,["From how many different institutes have the members of Judge Advocate General's Corps graduated?"],"['http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/EducationalInstitution,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
164,['Which newspaper owned by Schibsted is published in Swedish ?'],"['http://dbpedia.org/property/language,http://dbpedia.org/property/owners,http://dbpedia.org/ontology/Newspaper,']","[' [        ""http://dbpedia.org/ontology/owner"",         ""http://dbpedia.org/ontology/type""    ]']",['0.0'],['0.0']
165,['In how many different places have ehtics philosophers died?'],"['http://dbpedia.org/property/mainInterests,http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/ontology/Place,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
166,['What political ideology of the Palang Dharma Party is relegion of Inthakin?'],"['http://dbpedia.org/ontology/ideology,http://dbpedia.org/ontology/type,']",[' [        "http://dbpedia.org/property/location"    ]'],['0.0'],['0.0']
167,['What are some relatives of the people who fought in Operation Barbarossa?'],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/battle"    ]'],['1.0'],['1.0']
168,['Where is the king buried whose predecessor was Iyasu II?'],"['http://dbpedia.org/property/predecessor,http://dbpedia.org/property/placeOfBurial,http://dbpedia.org/ontology/Monarch,']",[],,
169,['Is Audie Murphy buried in the Arlington national cementery?'],"['http://dbpedia.org/property/placeofburial,']",[' [        "http://dbpedia.org/ontology/spouse"    ]'],['0.0'],['0.0']
170,['How many people have written stuff broadcasted on the Tokyo Broadcasting System?'],"['http://dbpedia.org/ontology/network,http://dbpedia.org/property/writer,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/creator"    ]'],['0.0'],['0.0']
171,['How many more teams have rented the stadium used by Raptors 905?'],"['http://dbpedia.org/property/arena,http://dbpedia.org/ontology/tenant,http://dbpedia.org/ontology/Stadium,']",[' [        "http://dbpedia.org/ontology/instrument"    ]'],['1.0'],['1.0']
172,"['Does the St lawrence river start in Kingston, Ontario?']","['http://dbpedia.org/ontology/sourceMountain,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
173,['Give me an estimate of the number of manufacturers whose products are managed by MTR?'],"['http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/manufacturer,']","[' [        ""http://dbpedia.org/ontology/manufacturer"",         ""http://dbpedia.org/ontology/location""    ]']",['0.5'],['0.5']
174,['What company developed Mac OS 9 and also brought Tiny Tower to the market?'],"['http://dbpedia.org/ontology/developer,http://dbpedia.org/property/distributor,']",[' [        "http://dbpedia.org/ontology/distributor"    ]'],['0.0'],['0.0']
175,['Which currency is primarily used by the company which is the distributing label of VDE-Gallo Records?'],"['http://dbpedia.org/ontology/distributingLabel,http://dbpedia.org/property/currency,http://dbpedia.org/ontology/Organisation,']",[' [        "http://dbpedia.org/ontology/distributingLabel"    ]'],['1.0'],['1.0']
176,['Who all have been in bands which have recorded their work in the Electric Lady Studios?'],"['http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/property/associatedActs,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/residence"    ]'],['0.5'],['1.0']
177,['What is the label of things produced by the band If?'],"['http://dbpedia.org/property/artist,http://dbpedia.org/property/label,']",[' [        "http://dbpedia.org/ontology/producer"    ]'],['0.0'],['0.0']
178,"['What people were born in Ridgewood, New Jersey?']","['http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
179,['What is the company to which Fusajiro Yamauchi proprietor to ?'],"['http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/Company,']",[' [        "http://dbpedia.org/ontology/owner"    ]'],['0.0'],['0.0']
180,['What is the POD of the successor of Pmare I ?'],"['http://dbpedia.org/property/successor,http://dbpedia.org/ontology/deathPlace,']",[],,
181,['How many utopian and dystopian fiction books are there?'],"['http://dbpedia.org/ontology/literaryGenre,']",[' [        "http://dbpedia.org/ontology/musicFusionGenre"    ]'],['0.0'],['0.0']
182,['Does the Westchester Avenue fall under the Bronx?'],"['http://dbpedia.org/property/counties,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
183,"['Which parties have their members live in the PM House, Colombo?']","['http://dbpedia.org/property/residence,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/PoliticalParty,']",[],,
184,['On what subject does WTJC-LP air?'],"['http://dbpedia.org/property/format,']",[],,
185,["Which fictional character's relative is Clan McDuck and belongs to American Pekin duck ?"],"['http://dbpedia.org/property/relatives,http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/FictionalCharacter,']",[' [        "http://dbpedia.org/ontology/relative"    ]'],['0.0'],['0.0']
186,['Is michelangelo the painter of The Persian Boy?'],"['http://dbpedia.org/ontology/illustrator,']",[' [        "http://dbpedia.org/ontology/author"    ]'],['0.0'],['0.0']
187,['Which boarder country of Korean Peninsula was the state of Sodagreen ?'],"['http://dbpedia.org/ontology/border,http://dbpedia.org/ontology/country,']","[' [        ""http://dbpedia.org/ontology/country"",         ""http://dbpedia.org/ontology/location""    ]']",['0.5'],['0.5']
188,['Where is the capital of Kelsey Creek located?'],"['http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/countySeat,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
189,['What does the famous relative of Levon Ashotovich Grigorian do for a living?'],"['http://dbpedia.org/property/relatives,http://dbpedia.org/ontology/occupation,']",[],,
190,['How many games are played at universities in Metro Manilla?'],"['http://dbpedia.org/property/state,http://dbpedia.org/property/athletics,']",[' [        "http://dbpedia.org/property/team"    ]'],['0.0'],['0.0']
191,['Is Compaq a software company?'],"['http://dbpedia.org/ontology/industry,']",[' [        "http://dbpedia.org/ontology/subsidiary"    ]'],['0.0'],['0.0']
192,['Name the president served by a lieutenant who succeeded Bob C Riley.'],"['http://dbpedia.org/property/predecessor,http://dbpedia.org/ontology/lieutenant,http://dbpedia.org/ontology/President,']","[' [        ""http://dbpedia.org/ontology/president"",         ""http://dbpedia.org/ontology/lieutenant""    ]']",['0.5'],['0.5']
193,['Where is Oskar Blues located ?'],"['http://dbpedia.org/property/location,']",[],,
194,['Was the FIS Alpine World Ski Championship of 1950 held in Colorado?'],"['http://dbpedia.org/property/hostCity,']",[' [        "http://dbpedia.org/property/location"    ]'],['0.0'],['0.0']
195,['What is the division of the companies who make Runes of Magic?'],"['http://dbpedia.org/property/products,http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/Company,']",[],,
196,['What common teams do Ramiro Pea and Bruce Bochy share?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/team,']","[' [        ""http://dbpedia.org/ontology/team"",         ""http://dbpedia.org/property/teams""    ]']",['1.0'],['1.0']
197,['In which sitcom did Jeff Conaway acted and had TNT as its network ?'],"['http://dbpedia.org/property/network,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/property/network"",         ""http://dbpedia.org/ontology/network""    ]']",['0.5'],['0.5']
198,['How many buildings are located in the jurisdiction of John Tory?'],"['http://dbpedia.org/ontology/leaderName,http://dbpedia.org/property/location,http://dbpedia.org/ontology/Building,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['0.0'],['0.0']
199,['Which railway line goes through the stations which are a part of the North Caucasus railway?'],"['http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/servingRailwayLine,http://dbpedia.org/ontology/Station,']",[' [        "http://dbpedia.org/property/line"    ]'],['0.0'],['0.0']
200,['What are some bands originating in London?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/Band,']",[' [        "http://dbpedia.org/ontology/isPartOf"    ]'],['0.0'],['0.0']
201,['What are some video games whose music is composed by an employ of the company Creatures?'],"['http://dbpedia.org/ontology/occupation,http://dbpedia.org/property/composer,http://dbpedia.org/ontology/VideoGame,']",[],,
